participant,participant_index,has_gsr,trial,type,sound,sound_group,file_A,file_B,choice,A_angle,B_angle,A_kind,B_kind,pair_class,trial_type_matches_inferred,chosen_side,chosen_angle,chosen_is_ambiguous,A_delta,B_delta,phys_choice,match
20260510_225309_19,18,False,14,DIST_DIST,scream,scary,audio/scream_90.wav,audio/scream_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,
20260510_225310_20,19,False,1,PRIMING,mixed,other,audio/bear_315.wav,audio/zombie_315.wav,B,315,315,ambiguous,ambiguous,AMBIG_AMBIG,,B,315,1,,,,
20260510_225310_20,19,False,2,PRIMING,mixed,other,audio/scream_315.wav,audio/zombie_315.wav,A,315,315,ambiguous,ambiguous,AMBIG_AMBIG,,A,315,1,,,,
20260510_225310_20,19,False,3,AMBIG_DIST,tiger,scary,audio/tiger_0.wav,audio/tiger_270.wav,A,0,270,ambiguous,discrete,AMBIG_DIST,True,A,0,1,,,,
20260510_225310_20,19,False,4,AMBIG_DIST,white_noise,white_noise,audio/white_noise_90.wav,audio/white_noise_135.wav,B,90,135,discrete,ambiguous,AMBIG_DIST,True,B,135,1,,,,
20260510_225310_20,19,False,5,DIST_DIST,scream,scary,audio/scream_270.wav,audio/scream_90.wav,B,270,90,discrete,discrete,DIST_DIST,True,B,90,0,,,,
20260510_225310_20,19,False,6,AMBIG_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_315.wav,B,90,315,discrete,ambiguous,AMBIG_DIST,True,B,315,1,,,,
20260510_225310_20,19,False,7,DIST_DIST,death_whistle,scary,audio/death_whistle_90.wav,audio/death_whistle_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,
20260510_225310_20,19,False,8,AMBIG_AMBIG,zombie,scary,audio/zombie_135.wav,audio/zombie_315.wav,B,135,315,ambiguous,ambiguous,AMBIG_AMBIG,True,B,315,1,,,,
20260510_225310_20,19,False,9,AMBIG_AMBIG,death_whistle,scary,audio/death_whistle_180.wav,audio/death_whistle_315.wav,A,180,315,ambiguous,ambiguous,AMBIG_AMBIG,True,A,180,1,,,,
20260510_225310_20,19,False,10,AMBIG_DIST,scream,scary,audio/scream_225.wav,audio/scream_90.wav,A,225,90,ambiguous,discrete,AMBIG_DIST,True,A,225,1,,,,
20260510_225310_20,19,False,11,DIST_DIST,bear,scary,audio/bear_90.wav,audio/bear_270.wav,A,90,270,discrete,discrete,DIST_DIST,True,A,90,0,,,,
20260510_225310_20,19,False,12,AMBIG_AMBIG,bear,scary,audio/bear_225.wav,audio/bear_45.wav,B,225,45,ambiguous,ambiguous,AMBIG_AMBIG,True,B,45,1,,,,
20260510_225310_20,19,False,13,AMBIG_DIST,scream,scary,audio/scream_0.wav,audio/scream_270.wav,B,0,270,ambiguous,discrete,AMBIG_DIST,True,B,270,0,,,,
20260510_225310_20,19,False,14,AMBIG_DIST,zombie,scary,audio/zombie_270.wav,audio/zombie_45.wav,A,270,45,discrete,ambiguous,AMBIG_DIST,True,A,270,0,,,,
